onset	duration	trial_type	stim_file	oneback
5.995165	0.998967	train_face	sub02/run18/F5173.jpg	0
8.992333	0.999266	train_face	sub02/run18/F5173.jpg	1
12.006723	0.999213	test_face	sub02/run18/F8408.jpg	0
15.004168	0.999187	train_face	sub02/run18/M5170.jpg	0
18.001812	0.999218	train_face	sub02/run18/F5171.jpg	0
20.999367	0.999088	train_face	sub02/run18/M5188.jpg	0
23.996840	0.999103	Fix	placeholders/fixation.png	0
26.994451	0.999035	train_face	sub02/run18/M5167.jpg	0
30.008664	0.999135	Fix	placeholders/fixation.png	0
33.006182	0.999077	train_face	sub02/run18/M5155.jpg	0
36.003667	0.999218	test_face	sub02/run18/M6953.jpg	0
39.001174	0.999157	train_face	sub02/run18/F5183.jpg	0
41.998806	0.999231	train_face	sub02/run18/F5176.jpg	0
44.996169	0.999251	Fix	placeholders/fixation.png	0
47.993811	0.999181	train_face	sub02/run18/M5162.jpg	0
51.007957	0.999191	train_face	sub02/run18/M5177.jpg	0
54.005582	0.999166	Fix	placeholders/fixation.png	0
57.003055	0.999122	test_face	sub02/run18/F7792.jpg	0
60.000629	0.999199	train_face	sub02/run18/M5160.jpg	0
62.998188	0.999176	Fix	placeholders/fixation.png	0
65.995730	0.999191	train_face	sub02/run18/F5170.jpg	0
68.993426	0.998889	Fix	placeholders/fixation.png	0
72.007467	0.999029	train_face	sub02/run18/F5161.jpg	0
75.004925	0.999195	train_face	sub02/run18/F5162.jpg	0
78.002518	0.999199	train_face	sub02/run18/F5162.jpg	1
81.000024	0.999272	train_face	sub02/run18/F5169.jpg	0
83.997471	0.999327	train_face	sub02/run18/M5189.jpg	0
86.995015	0.999308	train_face	sub02/run18/F5190.jpg	0
89.992535	0.999125	train_face	sub02/run18/M5175.jpg	0
93.006861	0.999099	train_face	sub02/run18/F5167.jpg	0
96.004569	0.998994	train_face	sub02/run18/F5160.jpg	0
99.002069	0.999060	train_face	sub02/run18/M5191.jpg	0
101.999582	0.998927	Fix	placeholders/fixation.png	0
104.996866	0.999261	train_face	sub02/run18/M5176.jpg	0
107.994476	0.999098	train_face	sub02/run18/M5172.jpg	0
111.008722	0.999152	train_face	sub02/run18/F5166.jpg	0
114.006253	0.999051	train_face	sub02/run18/M5156.jpg	0
117.003842	0.999091	train_face	sub02/run18/M5156.jpg	1
120.001406	0.999116	train_face	sub02/run18/M5186.jpg	0
122.998747	0.999356	Fix	placeholders/fixation.png	0
125.996371	0.999086	train_face	sub02/run18/M5181.jpg	0
128.994033	0.999062	train_face	sub02/run18/F5182.jpg	0
132.008047	0.999189	Fix	placeholders/fixation.png	0
135.005600	0.999197	train_face	sub02/run18/F5177.jpg	0
138.003229	0.999182	train_face	sub02/run18/F5180.jpg	0
141.000805	0.999176	train_face	sub02/run18/F5153.jpg	0
143.998603	0.998772	train_face	sub02/run18/M5166.jpg	0
146.995758	0.999239	train_face	sub02/run18/F5163.jpg	0
149.993231	0.999261	Fix	placeholders/fixation.png	0
153.007503	0.999186	train_face	sub02/run18/M5168.jpg	0
156.005094	0.999230	train_face	sub02/run18/M5168.jpg	1
159.002567	0.999259	train_face	sub02/run18/M5164.jpg	0
162.000193	0.999058	train_face	sub02/run18/M5169.jpg	0
164.997782	0.999056	train_face	sub02/run18/F5172.jpg	0
167.995237	0.999090	train_face	sub02/run18/M5183.jpg	0
170.992687	0.999152	train_face	sub02/run18/F5181.jpg	0
174.006985	0.999234	train_face	sub02/run18/F5159.jpg	0
177.004456	0.999172	train_face	sub02/run18/F5175.jpg	0
180.002049	0.999132	Fix	placeholders/fixation.png	0
182.999539	0.999245	train_face	sub02/run18/F5174.jpg	0
185.997101	0.999238	train_face	sub02/run18/M5187.jpg	0
188.994604	0.999199	train_face	sub02/run18/M5163.jpg	0
192.008806	0.999155	Fix	placeholders/fixation.png	0
195.006415	0.999056	train_face	sub02/run18/M5154.jpg	0
198.003960	0.999049	Fix	placeholders/fixation.png	0
201.001471	0.999149	train_face	sub02/run18/F5164.jpg	0
203.999066	0.999066	Fix	placeholders/fixation.png	0
206.996394	0.999446	train_face	sub02/run18/F5186.jpg	0
209.993985	0.999275	Fix	placeholders/fixation.png	0
213.008334	0.999069	train_face	sub02/run18/F5179.jpg	0
216.005935	0.999104	train_face	sub02/run18/F5179.jpg	1
219.003448	0.999218	train_face	sub02/run18/F5157.jpg	0
222.001028	0.999057	Fix	placeholders/fixation.png	0
224.998487	0.999077	train_face	sub02/run18/F5188.jpg	0
227.996005	0.999083	Fix	placeholders/fixation.png	0
230.993663	0.998954	train_face	sub02/run18/M5171.jpg	0
234.007695	0.999250	train_face	sub02/run18/F5187.jpg	0
237.005298	0.999085	train_face	sub02/run18/F5189.jpg	0
240.002811	0.999209	Fix	placeholders/fixation.png	0
243.000458	0.999055	train_face	sub02/run18/F5168.jpg	0
245.997916	0.999138	train_face	sub02/run18/M5180.jpg	0
248.995348	0.999135	train_face	sub02/run18/M5182.jpg	0
251.992826	0.999291	train_face	sub02/run18/F5156.jpg	0
255.007174	0.999349	test_face	sub02/run18/M7260.jpg	0
258.004643	0.999315	Fix	placeholders/fixation.png	0
261.002314	0.999138	test_face	sub02/run18/M7704.jpg	0
263.999839	0.998985	test_face	sub02/run18/M7704.jpg	1
266.997176	0.999248	train_face	sub02/run18/M5184.jpg	0
269.994682	0.999184	train_face	sub02/run18/M5165.jpg	0
272.992203	0.999304	train_face	sub02/run18/M5161.jpg	0
276.006613	0.999149	Fix	placeholders/fixation.png	0
279.004203	0.999000	train_face	sub02/run18/M5159.jpg	0
282.001690	0.999153	train_face	sub02/run18/F5154.jpg	0
284.999201	0.999182	test_face	sub02/run18/M7041.jpg	0
287.996703	0.999066	test_face	sub02/run18/F6118.jpg	0
290.994268	0.999103	Fix	placeholders/fixation.png	0
294.008416	0.999230	train_face	sub02/run18/M5179.jpg	0
297.005860	0.999238	Fix	placeholders/fixation.png	0
300.003545	0.999203	train_face	sub02/run18/M5178.jpg	0
303.000956	0.999278	test_face	sub02/run18/F7216.jpg	0
305.998680	0.999117	test_face	sub02/run18/F8669.jpg	0
308.996103	0.999086	train_face	sub02/run18/F5185.jpg	0
311.993551	0.999179	Fix	placeholders/fixation.png	0
315.007908	0.999059	train_face	sub02/run18/F5178.jpg	0
318.005533	0.999088	train_face	sub02/run18/F5178.jpg	1
321.002953	0.999157	train_face	sub02/run18/F5184.jpg	0
324.000427	0.999282	train_face	sub02/run18/F5155.jpg	0
326.998043	0.999138	train_face	sub02/run18/M5190.jpg	0
329.995516	0.999044	Fix	placeholders/fixation.png	0
332.992938	0.999289	train_face	sub02/run18/F5191.jpg	0
336.007356	0.999005	train_face	sub02/run18/M5153.jpg	0
339.004770	0.999195	Fix	placeholders/fixation.png	0
342.002413	0.999011	train_face	sub02/run18/M5173.jpg	0
344.999930	0.999179	Fix	placeholders/fixation.png	0
347.997380	0.999309	train_face	sub02/run18/M5158.jpg	0
350.994871	0.999215	Fix	placeholders/fixation.png	0
353.992393	0.999315	train_face	sub02/run18/M5185.jpg	0
357.006766	0.999021	Fix	placeholders/fixation.png	0
360.004251	0.999188	test_face	sub02/run18/M8712.jpg	0
363.001657	0.999230	Fix	placeholders/fixation.png	0
365.999475	0.999029	train_face	sub02/run18/F5165.jpg	0
368.996674	0.999551	Fix	placeholders/fixation.png	0
371.994243	0.999358	train_face	sub02/run18/M5174.jpg	0
375.008536	0.999181	train_face	sub02/run18/M5157.jpg	0
378.006140	0.999071	train_face	sub02/run18/M5157.jpg	1
381.003551	0.999297	train_face	sub02/run18/F5158.jpg	0
