onset	duration	trial_type	stim_file	oneback
5.995105	0.999224	test_face	sub03/run34/M13160.jpg	0
8.992523	0.999245	train_face	sub03/run34/M10260.jpg	0
12.006852	0.999095	train_face	sub03/run34/M10260.jpg	1
15.004342	0.999150	train_face	sub03/run34/F10287.jpg	0
18.001835	0.999186	Fix	placeholders/fixation.png	0
20.999352	0.999249	train_face	sub03/run34/M10277.jpg	0
23.996922	0.999161	train_face	sub03/run34/M10268.jpg	0
26.994591	0.999018	Fix	placeholders/fixation.png	0
30.008705	0.999113	train_face	sub03/run34/M10278.jpg	0
33.006268	0.999109	Fix	placeholders/fixation.png	0
36.003777	0.999132	train_face	sub03/run34/F10279.jpg	0
39.001308	0.999149	Fix	placeholders/fixation.png	0
41.998792	0.999151	train_face	sub03/run34/M10259.jpg	0
44.996341	0.999201	Fix	placeholders/fixation.png	0
47.993899	0.999164	train_face	sub03/run34/M10289.jpg	0
51.008237	0.998997	train_face	sub03/run34/M10262.jpg	0
54.005710	0.999094	train_face	sub03/run34/F10280.jpg	0
57.003167	0.999201	Fix	placeholders/fixation.png	0
60.000708	0.999175	train_face	sub03/run34/M10285.jpg	0
62.998245	0.999246	Fix	placeholders/fixation.png	0
65.995791	0.999168	train_face	sub03/run34/F10271.jpg	0
68.993512	0.998954	Fix	placeholders/fixation.png	0
72.007555	0.999104	train_face	sub03/run34/M10284.jpg	0
75.005039	0.999204	train_face	sub03/run34/M10284.jpg	1
78.002835	0.998928	train_face	sub03/run34/F10293.jpg	0
81.000272	0.999076	Fix	placeholders/fixation.png	0
83.997703	0.999149	train_face	sub03/run34/F10278.jpg	0
86.995153	0.999225	Fix	placeholders/fixation.png	0
89.992684	0.999245	train_face	sub03/run34/F10272.jpg	0
93.006965	0.999178	train_face	sub03/run34/F10288.jpg	0
96.004531	0.999112	train_face	sub03/run34/F10283.jpg	0
99.002170	0.999032	test_face	sub03/run34/M11927.jpg	0
101.999882	0.998821	train_face	sub03/run34/M10266.jpg	0
104.997061	0.999288	Fix	placeholders/fixation.png	0
107.994609	0.999255	train_face	sub03/run34/F10266.jpg	0
110.992134	0.999193	train_face	sub03/run34/F10274.jpg	0
114.006394	0.999151	train_face	sub03/run34/F10260.jpg	0
117.003927	0.999144	train_face	sub03/run34/M10271.jpg	0
120.001519	0.999231	test_face	sub03/run34/F12323.jpg	0
122.999075	0.999119	test_face	sub03/run34/F12323.jpg	1
125.996542	0.999171	train_face	sub03/run34/F10264.jpg	0
128.994204	0.999057	test_face	sub03/run34/F11400.jpg	0
132.008496	0.998938	Fix	placeholders/fixation.png	0
135.005946	0.999056	train_face	sub03/run34/M10288.jpg	0
138.003335	0.999198	train_face	sub03/run34/M10282.jpg	0
141.001034	0.999046	Fix	placeholders/fixation.png	0
143.998442	0.999166	train_face	sub03/run34/M10272.jpg	0
146.995942	0.999196	train_face	sub03/run34/M10287.jpg	0
149.993493	0.999325	train_face	sub03/run34/M10258.jpg	0
153.007876	0.999012	train_face	sub03/run34/F10282.jpg	0
156.005258	0.999157	Fix	placeholders/fixation.png	0
159.002902	0.999014	train_face	sub03/run34/M10291.jpg	0
162.000377	0.999067	Fix	placeholders/fixation.png	0
164.997998	0.999000	train_face	sub03/run34/F10277.jpg	0
167.995401	0.999167	Fix	placeholders/fixation.png	0
170.992867	0.999265	train_face	sub03/run34/M10279.jpg	0
174.007140	0.999120	train_face	sub03/run34/M10279.jpg	1
177.004660	0.999145	train_face	sub03/run34/F10281.jpg	0
180.002268	0.999091	Fix	placeholders/fixation.png	0
182.999713	0.999219	train_face	sub03/run34/M10265.jpg	0
185.997327	0.999134	Fix	placeholders/fixation.png	0
188.994759	0.999206	train_face	sub03/run34/F10267.jpg	0
191.993321	0.998202	Fix	placeholders/fixation.png	0
195.006734	0.998986	train_face	sub03/run34/M10283.jpg	0
198.004103	0.999149	test_face	sub03/run34/F11266.jpg	0
201.001597	0.999217	Fix	placeholders/fixation.png	0
203.999228	0.999081	train_face	sub03/run34/F10275.jpg	0
206.996684	0.999171	test_face	sub03/run34/M11003.jpg	0
209.994289	0.999132	train_face	sub03/run34/M10261.jpg	0
213.008571	0.999062	train_face	sub03/run34/F10292.jpg	0
216.005999	0.999226	Fix	placeholders/fixation.png	0
219.003667	0.999015	train_face	sub03/run34/F10269.jpg	0
222.001072	0.999163	Fix	placeholders/fixation.png	0
224.998684	0.999090	train_face	sub03/run34/M10269.jpg	0
227.996104	0.999182	train_face	sub03/run34/M10286.jpg	0
230.993772	0.999036	train_face	sub03/run34/M10270.jpg	0
234.007961	0.999217	Fix	placeholders/fixation.png	0
237.005425	0.999177	train_face	sub03/run34/M10276.jpg	0
240.003052	0.999056	train_face	sub03/run34/M10274.jpg	0
243.000629	0.999054	Fix	placeholders/fixation.png	0
245.998061	0.999134	train_face	sub03/run34/F10295.jpg	0
248.995510	0.999204	train_face	sub03/run34/F10295.jpg	1
251.993274	0.999168	train_face	sub03/run34/F10286.jpg	0
255.007340	0.999156	train_face	sub03/run34/F10276.jpg	0
258.004892	0.999120	train_face	sub03/run34/F10259.jpg	0
261.002484	0.999091	train_face	sub03/run34/F10284.jpg	0
263.999935	0.999114	Fix	placeholders/fixation.png	0
266.997446	0.999154	train_face	sub03/run34/F10285.jpg	0
269.994998	0.999172	train_face	sub03/run34/F10258.jpg	0
272.992597	0.999228	train_face	sub03/run34/F10261.jpg	0
276.006801	0.999068	train_face	sub03/run34/M10281.jpg	0
279.004373	0.999094	train_face	sub03/run34/M10280.jpg	0
282.001818	0.999168	train_face	sub03/run34/M10280.jpg	1
284.999415	0.999106	train_face	sub03/run34/F10263.jpg	0
287.996925	0.999165	train_face	sub03/run34/F10289.jpg	0
290.994504	0.999066	train_face	sub03/run34/M10264.jpg	0
294.008725	0.999215	train_face	sub03/run34/F10290.jpg	0
297.006207	0.999154	train_face	sub03/run34/F10265.jpg	0
300.003807	0.999054	Fix	placeholders/fixation.png	0
303.001193	0.999244	train_face	sub03/run34/M10293.jpg	0
305.998791	0.999131	Fix	placeholders/fixation.png	0
308.996245	0.999227	train_face	sub03/run34/F10268.jpg	0
311.993871	0.999135	train_face	sub03/run34/F10273.jpg	0
315.008205	0.999145	train_face	sub03/run34/M10292.jpg	0
318.005655	0.999199	train_face	sub03/run34/F10294.jpg	0
321.003113	0.999164	Fix	placeholders/fixation.png	0
324.000695	0.999154	train_face	sub03/run34/F10270.jpg	0
326.998203	0.999187	train_face	sub03/run34/M10295.jpg	0
329.995726	0.999165	test_face	sub03/run34/F11440.jpg	0
332.993617	0.998960	test_face	sub03/run34/F11440.jpg	1
336.007517	0.999136	train_face	sub03/run34/M10275.jpg	0
339.005024	0.999177	Fix	placeholders/fixation.png	0
342.002527	0.999175	train_face	sub03/run34/M10267.jpg	0
345.000123	0.999189	train_face	sub03/run34/F10257.jpg	0
347.997642	0.999286	train_face	sub03/run34/F10257.jpg	1
350.995151	0.999203	test_face	sub03/run34/M12366.jpg	0
354.009448	0.999076	train_face	sub03/run34/M10294.jpg	0
357.006933	0.999172	test_face	sub03/run34/M12233.jpg	0
360.004452	0.999228	train_face	sub03/run34/F10291.jpg	0
363.002210	0.998969	train_face	sub03/run34/M10263.jpg	0
365.999500	0.999166	Fix	placeholders/fixation.png	0
368.997008	0.999235	test_face	sub03/run34/F10912.jpg	0
371.994850	0.998926	train_face	sub03/run34/M10257.jpg	0
374.992100	0.999178	train_face	sub03/run34/F10262.jpg	0
378.006343	0.999153	train_face	sub03/run34/M10290.jpg	0
381.003872	0.999149	train_face	sub03/run34/M10273.jpg	0
