onset	duration	trial_type	stim_file	oneback
5.994986	0.999118	train_face	sub04/run29/M14443.jpg	0
8.992386	0.999220	Fix	placeholders/fixation.png	0
12.006705	0.999151	train_face	sub04/run29/M14453.jpg	0
15.004276	0.999057	train_face	sub04/run29/F14461.jpg	0
18.001734	0.999132	Fix	placeholders/fixation.png	0
20.999227	0.999224	train_face	sub04/run29/F14457.jpg	0
23.996766	0.999358	train_face	sub04/run29/F14472.jpg	0
26.994512	0.998972	train_face	sub04/run29/M14441.jpg	0
30.008662	0.999194	train_face	sub04/run29/M14452.jpg	0
33.006134	0.999176	train_face	sub04/run29/M14460.jpg	0
36.003823	0.998908	train_face	sub04/run29/M14460.jpg	1
39.001100	0.999250	train_face	sub04/run29/M14467.jpg	0
41.998669	0.999155	train_face	sub04/run29/M14471.jpg	0
44.996173	0.999165	train_face	sub04/run29/M14473.jpg	0
47.993674	0.999215	train_face	sub04/run29/F14447.jpg	0
51.007898	0.999246	Fix	placeholders/fixation.png	0
54.005544	0.999107	train_face	sub04/run29/M14457.jpg	0
57.003104	0.999115	train_face	sub04/run29/F14448.jpg	0
60.000610	0.999160	train_face	sub04/run29/F14448.jpg	1
62.998038	0.999182	train_face	sub04/run29/M14458.jpg	0
65.995581	0.999350	train_face	sub04/run29/M14475.jpg	0
68.993508	0.998808	test_face	sub04/run29/F13640.jpg	0
72.007553	0.998968	train_face	sub04/run29/M14444.jpg	0
75.005006	0.999108	train_face	sub04/run29/M14454.jpg	0
78.002458	0.999134	train_face	sub04/run29/M14466.jpg	0
81.000039	0.999125	train_face	sub04/run29/F14446.jpg	0
83.997517	0.999153	train_face	sub04/run29/M14464.jpg	0
86.995035	0.999123	train_face	sub04/run29/M14446.jpg	0
89.992522	0.999205	Fix	placeholders/fixation.png	0
93.006902	0.999115	train_face	sub04/run29/M14474.jpg	0
96.004560	0.998881	train_face	sub04/run29/M14474.jpg	1
99.001945	0.999115	train_face	sub04/run29/M14451.jpg	0
101.999395	0.999240	Fix	placeholders/fixation.png	0
104.996912	0.999236	test_face	sub04/run29/F13774.jpg	0
107.994408	0.999268	Fix	placeholders/fixation.png	0
111.008767	0.999085	test_face	sub04/run29/M14256.jpg	0
114.006261	0.999102	train_face	sub04/run29/M14462.jpg	0
117.003873	0.999136	Fix	placeholders/fixation.png	0
120.001319	0.999150	train_face	sub04/run29/F14442.jpg	0
122.998769	0.999191	Fix	placeholders/fixation.png	0
125.996313	0.999254	train_face	sub04/run29/F14473.jpg	0
128.994106	0.998993	train_face	sub04/run29/M14448.jpg	0
132.008302	0.998975	train_face	sub04/run29/M14459.jpg	0
135.005761	0.999107	Fix	placeholders/fixation.png	0
138.003248	0.999068	train_face	sub04/run29/F14474.jpg	0
